species,gbifID,occurrenceID,eventDate,year,month,day,lat,lon,locality,municipality,stateProvince,country,basisOfRecord,institutionCode,collectionCode,datasetKey,publisher,recordedBy,identifiedBy,license,coordinateUncertaintyInMeters,elevation,habitat,occurrenceStatus,issues
Crinodendron patagua,6131079513,https://www.inaturalist.org/observations/333677178,2026-01-04T16:35:52,2026.0,1.0,4.0,-36.133239,-71.327694,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Benjamín Andrés Maldonado-Paredes,Benjamín Andrés Maldonado-Paredes,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5087327260,https://www.inaturalist.org/observations/263401991,2025-02-28T15:13:40,2025.0,2.0,28.0,-36.26078,-71.418113,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,rexuzz,rexuzz,http://creativecommons.org/licenses/by-nc/4.0/legalcode,60.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5087561275,https://www.inaturalist.org/observations/264293449,2025-03-07T10:50:42,2025.0,3.0,7.0,-35.40757,-71.690777,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Diego Machacan Navarrete,Diego Machacan Navarrete,http://creativecommons.org/licenses/by-nc/4.0/legalcode,7.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5087628899,https://www.inaturalist.org/observations/264292645,2025-03-07T10:47:16,2025.0,3.0,7.0,-35.40768,-71.690557,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,polin_chilensis,polin_chilensis,http://creativecommons.org/licenses/by-nc/4.0/legalcode,5.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5830429046,https://www.inaturalist.org/observations/268744228,2025-04-05T12:50:05,2025.0,4.0,5.0,-35.741211,-71.478285,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,martin_arraztoa,martin_arraztoa,http://creativecommons.org/licenses/by-nc/4.0/legalcode,58.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5828481658,https://www.inaturalist.org/observations/311713939,2025-09-05T11:02:22,2025.0,9.0,5.0,-35.049064,-71.77185,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,djalma2631,djalma2631,http://creativecommons.org/licenses/by-nc/4.0/legalcode,6.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4847101517,https://www.inaturalist.org/observations/207051730,2024-04-13T11:46:05,2024.0,4.0,13.0,-34.880955,-71.271828,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Juan Miguel Cancino,Juan Miguel Cancino,http://creativecommons.org/licenses/by-nc/4.0/legalcode,4.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4994149006,https://www.inaturalist.org/observations/246087902,2024-10-03T14:23:03,2024.0,10.0,3.0,-35.659192,-71.922195,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,alexis_planta-nativo,alexis_planta-nativo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,16.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,5008346229,https://www.inaturalist.org/observations/255708346,2024-12-20T08:41:12,2024.0,12.0,20.0,-35.174992,-71.384078,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Luis Cid,Luis Cid,http://creativecommons.org/licenses/by-nc/4.0/legalcode,3.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4018169775,https://www.inaturalist.org/observations/146269620,2023-01-10T10:32:54,2023.0,1.0,10.0,-35.972742,-72.14787,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Rodrigo Barros,Rodrigo Barros,http://creativecommons.org/licenses/by-nc/4.0/legalcode,19.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4116170613,https://www.inaturalist.org/observations/160925198,2023-05-10T12:09:03,2023.0,5.0,10.0,-35.033832,-71.781556,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,djalma2631,djalma2631,http://creativecommons.org/licenses/by-nc/4.0/legalcode,25.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4527919849,https://www.inaturalist.org/observations/165570760,2023-06-04T15:08:53,2023.0,6.0,4.0,-35.125757,-71.720595,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,djalma2631,djalma2631,http://creativecommons.org/licenses/by-nc/4.0/legalcode,9.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4510133334,https://www.inaturalist.org/observations/195852794,2023-12-29T16:13:04,2023.0,12.0,29.0,-35.273497,-71.25249,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,sebaoyarce,sebaoyarce,http://creativecommons.org/licenses/by-nc/4.0/legalcode,44.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3466245669,https://www.inaturalist.org/observations/105565343,2022-01-16T10:00Z,2022.0,1.0,16.0,-35.590902,-71.764031,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Diego Arancibia,Pablo Moreno Vallejos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,3262.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3499404033,https://www.inaturalist.org/observations/106677420,2022-02-12T19:07:06,2022.0,2.0,12.0,-35.429237,-71.59783,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Juan Miguel Cancino,Juan Miguel Cancino,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4022296476,https://www.inaturalist.org/observations/108745267,2022-03-16T15:16,2022.0,3.0,16.0,-34.976525,-71.804658,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Diego Almendras G.,Ixofijmogen Walage,http://creativecommons.org/licenses/by-nc/4.0/legalcode,5.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3859773581,https://www.inaturalist.org/observations/125098661,2022-06-26T11:51,2022.0,6.0,26.0,-35.411434,-71.682386,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,albertocasanovapacheco,albertocasanovapacheco,http://creativecommons.org/licenses/by-nc/4.0/legalcode,15.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3860471850,https://www.inaturalist.org/observations/120764546,2022-06-06T12:47,2022.0,6.0,6.0,-35.617184,-71.670277,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Jaime Rojas Benavides,Nicolás Arcos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,4.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3860477812,https://www.inaturalist.org/observations/120764548,2022-06-06T12:48,2022.0,6.0,6.0,-35.616965,-71.670589,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Jaime Rojas Benavides,Nicolás Arcos,http://creativecommons.org/licenses/by-nc/4.0/legalcode,4.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3889127666,https://www.inaturalist.org/observations/129236226,2022-08-02T16:13:36,2022.0,8.0,2.0,-36.036271,-72.213348,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Mauricio Rebolledo,Mauricio Rebolledo,http://creativecommons.org/licenses/by-nc/4.0/legalcode,12.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,4424190390,https://www.inaturalist.org/observations/74277276,2021-04-06T11:20:57,2021.0,4.0,6.0,-36.22593,-71.565225,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Eric Rojas-Abarca,Eric Rojas-Abarca,http://creativecommons.org/licenses/by-nc/4.0/legalcode,5.0,,,PRESENT,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3925237407,https://www.inaturalist.org/observations/138256417,2020-12-05T20:12,2020.0,12.0,5.0,-35.445094,-72.155168,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Fabian EGL,Fabian EGL,http://creativecommons.org/publicdomain/zero/1.0/legalcode,28677.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3070471673,https://www.inaturalist.org/observations/31990945,2019-08-27T13:03,2019.0,8.0,27.0,-35.961304,-72.296196,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Nicolás Lavandero,Nicolás Lavandero,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3070303198,https://www.inaturalist.org/observations/58468645,2019-09-12T11:54,2019.0,9.0,12.0,-35.595042,-72.138231,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Nicolás Lavandero,Nicolás Lavandero,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,3859181822,https://www.inaturalist.org/observations/123035114,2018-01-22T13:23,2018.0,1.0,22.0,-35.370878,-71.888637,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Christian Esteban Valdés Reyes,Christian Esteban Valdés Reyes,http://creativecommons.org/licenses/by-nc/4.0/legalcode,4.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Crinodendron patagua,2270588335,6445740d-0efe-4e23-8e53-ff3401a9a55e,1988-01-27,1988.0,1.0,27.0,-36.131524,-71.816667,"Prov. Linares. Parral, 3.5 km S of Puente Copihue on Ruta 5.",,Maule,Chile,PRESERVED_SPECIMEN,ASU,Plants,e05fd4c2-4d77-4c50-880e-1b22096af300,,L. R. Landrum; S. S. Landrum,,http://creativecommons.org/licenses/by/4.0/legalcode,6000.0,,Low wet area.,PRESENT,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Crinodendron patagua,2270588949,0fc52f17-4fea-432b-978b-684ea9bc8ab5,1988-01-27,1988.0,1.0,27.0,-36.131524,-71.816667,"Prov. Linares. Parral, 3.5 km S of Puente Copihue on Ruta 5.",,Maule,Chile,PRESERVED_SPECIMEN,ASU,Plants,e05fd4c2-4d77-4c50-880e-1b22096af300,,L. R. Landrum; S. S. Landrum,,http://creativecommons.org/licenses/by/4.0/legalcode,6000.0,,Low wet area.,PRESENT,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Citronella mucronata,6130974357,https://www.inaturalist.org/observations/334668029,2026-01-13T15:39:50,2026.0,1.0,13.0,-35.833893,-72.509952,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Pilar Feuereisen,Pilar Feuereisen,http://creativecommons.org/licenses/by-nc/4.0/legalcode,186.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6130984685,https://www.inaturalist.org/observations/334668191,2026-01-13T12:21:30,2026.0,1.0,13.0,-34.99942,-70.811809,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Joaquin Sepulveda,Joaquin Sepulveda,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6133269999,https://www.inaturalist.org/observations/337038982,2026-01-15T10:46,2026.0,1.0,15.0,-34.996062,-70.761213,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6133293852,https://www.inaturalist.org/observations/337038895,2026-01-15T10:42,2026.0,1.0,15.0,-34.996428,-70.761431,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6133344192,https://www.inaturalist.org/observations/337039084,2026-01-15T14:03,2026.0,1.0,15.0,-34.989674,-70.752905,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,1343.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6133449856,https://www.inaturalist.org/observations/337038725,2026-01-15T10:39,2026.0,1.0,15.0,-34.996354,-70.761433,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6147615312,https://www.inaturalist.org/observations/337994194,2026-01-19T12:44,2026.0,1.0,19.0,-35.415884,-71.042051,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6159196946,https://www.inaturalist.org/observations/338802063,2026-01-17T13:10,2026.0,1.0,17.0,-35.414815,-71.029605,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cesar Ormazabal,Cesar Ormazabal,http://creativecommons.org/licenses/by/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6147184126,https://www.inaturalist.org/observations/337800735,2026-02-07T12:44:37,2026.0,2.0,7.0,-35.857925,-71.10448,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,siamalbornoz,siamalbornoz,http://creativecommons.org/licenses/by-nc/4.0/legalcode,193.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6159256426,https://www.inaturalist.org/observations/338015178,2026-02-07T12:43:29,2026.0,2.0,7.0,-35.681393,-71.071504,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Sergio Benavides Avendaño,Sergio Benavides Avendaño,http://creativecommons.org/licenses/by-nc/4.0/legalcode,435.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6159347002,https://www.inaturalist.org/observations/338695087,2026-02-14T15:57:19,2026.0,2.0,14.0,-34.960871,-70.74128,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Hederd TD,Hederd TD,http://creativecommons.org/licenses/by-nc/4.0/legalcode,41.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6159514953,https://www.inaturalist.org/observations/338015112,2026-02-07T12:41:35,2026.0,2.0,7.0,-35.6815,-71.071622,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Sergio Benavides Avendaño,Sergio Benavides Avendaño,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,6159666465,https://www.inaturalist.org/observations/338471452,2026-02-12T16:22:14,2026.0,2.0,12.0,-35.458751,-71.026231,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Manuel Palacios,Manuel Palacios,http://creativecommons.org/licenses/by-nc/4.0/legalcode,13.0,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,5063443646,https://www.inaturalist.org/observations/259639977,2025-01-21T11:02:09,2025.0,1.0,21.0,-35.459337,-71.028725,,,Maule,Chile,HUMAN_OBSERVATION,iNaturalist,Observations,50c9509d-22c7-4a22-a47d-8c48425ef4a7,,Cody Hinchliff,Cody Hinchliff,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,,,PRESENT,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
Citronella mucronata,5276305489,FA_CONSTITUCION_CM_678,2025-01-06,2025.0,1.0,6.0,-35.59413,-71.2153,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305491,FA_CONSTITUCION_CM_679,2025-01-06,2025.0,1.0,6.0,-35.59469,-71.2162,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305492,FA_CONSTITUCION_CM_683,2025-01-06,2025.0,1.0,6.0,-35.60244,-71.19532,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305494,FA_CONSTITUCION_CM_684,2025-01-06,2025.0,1.0,6.0,-35.60247,-71.19523,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305501,FA_CONSTITUCION_CM_694,2025-01-06,2025.0,1.0,6.0,-35.60455,-71.19276,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305502,FA_CONSTITUCION_CM_693,2025-01-06,2025.0,1.0,6.0,-35.60451,-71.19285,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305504,FA_CONSTITUCION_CM_695,2025-01-06,2025.0,1.0,6.0,-35.60461,-71.19298,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305505,FA_CONSTITUCION_CM_698,2025-01-06,2025.0,1.0,6.0,-35.60492,-71.19567,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305506,FA_CONSTITUCION_CM_697,2025-01-06,2025.0,1.0,6.0,-35.60482,-71.19554,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305512,FA_CONSTITUCION_CM_699,2025-01-06,2025.0,1.0,6.0,-35.60494,-71.19561,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305516,FA_CONSTITUCION_CM_700,2025-01-06,2025.0,1.0,6.0,-35.60495,-71.19554,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276305517,FA_CONSTITUCION_CM_702,2025-01-06,2025.0,1.0,6.0,-35.60536,-71.1956,Predio RESTO DEL Predio BRAMADERO 11829 de Forestal Arauco S.A.,San Clemente,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
